,mRNA,logFC,FDR,Delta,Age 18-40,Age >=40,start,end,diff_exp,Highlight
ENSG00000136859,ENSG00000136859,0.24441762,0.949509759,4798.418928,19632.05,21497.25,127087348,127122635,No,Not in ML
ENSG00000013364,ENSG00000013364,0.440121081,0.798958341,4786.756873,10876,13553.55,29820394,29848039,No,Not in ML
ENSG00000135535,ENSG00000135535,0.247002174,0.948384794,4782.23379,19361.1,21550.65,109366514,109382467,No,Not in ML
ENSG00000079819,ENSG00000079819,0.661123664,0.549811985,4770.668363,7216,11098.05,130839347,131063322,No,Not in ML
ENSG00000111348,ENSG00000111348,0.97369217,0.237116857,4769.436355,4898.3,10438.35,14942031,14961728,No,Not in ML
ENSG00000104419,ENSG00000104419,0.431386066,0.806833877,4762.610015,11040.25,13166.95,133237175,133302022,No,Not in ML
ENSG00000112473,ENSG00000112473,0.438207767,0.800442531,4704.795777,10736.45,14021.4,33200445,33204439,No,Not in ML
ENSG00000184371,ENSG00000184371,1.464890268,0.029917055,4671.681555,3189.1,9249.8,109910242,109930992,No,Not in ML
ENSG00000002834,ENSG00000002834,0.4546102,0.785085948,4660.891079,10252.5,13439.45,38869859,38921770,No,Not in ML
ENSG00000138080,ENSG00000138080,0.183419117,0.975940228,4631.130943,25248.9,27976.2,27078615,27086403,No,Not in ML
ENSG00000103187,ENSG00000103187,0.723814762,0.478521349,4628.578259,6394.7,10855.5,84565596,84618078,No,Not in ML
ENSG00000184007,ENSG00000184007,0.538411876,0.693824945,4616.854917,8574.95,12263.6,31906421,31944856,No,Not in ML
ENSG00000115380,ENSG00000115380,0.61250494,0.607200609,4592.102658,7497.25,9059.45,55865967,55924139,No,Not in ML
ENSG00000169604,ENSG00000169604,0.338643227,0.891205581,4577.338912,13516.7,16486.2,69013179,69249327,No,Not in ML
ENSG00000160255,ENSG00000160255,1.739070727,0.006766312,4561.582517,2623,9150.85,44885953,44931989,No,Not in ML
ENSG00000157514,ENSG00000157514,0.307426126,0.913021788,4557.961228,14826.2,16949.45,107713221,107777342,No,Not in ML
ENSG00000120129,ENSG00000120129,0.337622156,0.891332614,4543.128131,13456.25,16481.85,172768096,172771195,No,Not in ML
ENSG00000130402,ENSG00000130402,0.166843464,0.980437556,4526.204574,27128.45,30169.7,38647649,38731589,No,Not in ML
ENSG00000165949,ENSG00000165949,1.082706127,0.159045113,4519.431914,4174.2,9976.4,94104836,94116698,No,Not in ML
ENSG00000069702,ENSG00000069702,0.957393086,0.2500503,4510.996873,4711.75,8550.3,91680343,91906335,No,Not in ML
ENSG00000148248,ENSG00000148248,0.312653824,0.909193639,4496.712364,14382.4,17434.75,133361450,133376166,No,Not in ML
ENSG00000117228,ENSG00000117228,1.262334717,0.076086724,4495.868211,3561.55,9346.25,89052319,89065230,No,Not in ML
ENSG00000162734,ENSG00000162734,0.326759977,0.899599164,4463.949742,13661.25,17204.25,160205380,160215376,No,Not in ML
ENSG00000131873,ENSG00000131873,0.824401087,0.370877694,4451.642209,5399.85,9371.5,101175727,101252048,No,Not in ML
ENSG00000188042,ENSG00000188042,1.066581769,0.169185034,4450.685733,4172.85,8400.15,234493041,234497081,No,Not in ML
ENSG00000142089,ENSG00000142089,0.213538359,0.963906802,4432.244895,20756.2,25785.35,319676,327537,No,Not in ML
ENSG00000049323,ENSG00000049323,0.276502442,0.932290974,4430.025352,16021.65,17596.7,32946953,33399509,No,Not in ML
ENSG00000130309,ENSG00000130309,0.336871976,0.891992697,4417.705408,13113.9,16711.75,17555649,17583162,No,Not in ML
ENSG00000009307,ENSG00000009307,0.144908604,0.987123084,4383.354865,30249.1,30676.25,114716913,114758676,No,Not in ML
ENSG00000134308,ENSG00000134308,0.355059634,0.877638352,4367.659565,12301.2,14628.65,9583967,9630997,No,Not in ML
ENSG00000213694,ENSG00000213694,1.275986817,0.071778814,4366.426887,3422,7670.35,88990863,89005155,No,Not in ML
ENSG00000092010,ENSG00000092010,0.657070723,0.555452438,4343.927402,6611.05,9947.2,24136163,24138967,No,Not in ML
ENSG00000168385,ENSG00000168385,0.191354039,0.97319115,4322.63991,22589.75,24385.95,241315100,241354027,No,Not in ML
ENSG00000185896,ENSG00000185896,0.212485342,0.964590762,4316.969067,20316.55,21743.2,113297239,113323672,No,Not in ML
ENSG00000136830,ENSG00000136830,0.452940065,0.786648302,4316.292354,9529.5,13468.2,127505339,127578989,No,Not in ML
ENSG00000067167,ENSG00000067167,0.476066516,0.762179427,4293.620107,9018.95,11709.75,70573218,70608416,No,Not in ML
ENSG00000096060,ENSG00000096060,0.72515601,0.476938556,4279.580707,5901.6,9070.85,35573585,35728583,No,Not in ML
ENSG00000179344,ENSG00000179344,1.843985023,0.003608664,4241.995347,2300.45,8068.6,32659467,32668383,UP,Not in ML
ENSG00000163297,ENSG00000163297,0.551789632,0.68006408,4241.331006,7686.5,10133.4,79901146,80125454,No,Not in ML
ENSG00000101294,ENSG00000101294,0.540426053,0.691662103,4226.374922,7820.45,10932.55,31514410,31577923,No,Not in ML
ENSG00000067560,ENSG00000067560,0.152918554,0.98568798,4226.263585,27637.35,28890.45,49359139,49412998,No,Not in ML
ENSG00000183098,ENSG00000183098,1.347727908,0.052192658,4225.531311,3135.3,7335.75,93226807,94408020,No,Not in ML
ENSG00000075426,ENSG00000075426,0.510083166,0.725052342,4219.535473,8272.25,11284.9,28392448,28417317,No,Not in ML
ENSG00000197043,ENSG00000197043,0.158201849,0.98303631,4207.718314,26597.15,27152.5,151100706,151157785,No,Not in ML
ENSG00000168140,ENSG00000168140,1.143731072,0.12520758,4192.632175,3665.75,8214.75,4371848,4383538,No,Not in ML
ENSG00000132205,ENSG00000132205,1.47549654,0.028348278,4169.753222,2826,7856.55,2847006,2916003,No,Not in ML
ENSG00000101347,ENSG00000101347,1.097784442,0.149953977,4147.374734,3777.95,7982.6,36890229,36951843,No,Not in ML
ENSG00000211893,ENSG00000211893,1.628555396,0.012632253,4131.97075,2537.2,7366.65,105639559,105644790,No,Not in ML
ENSG00000064601,ENSG00000064601,0.608673882,0.611935171,4124.861165,6776.8,9574.7,45890144,45898824,No,Not in ML
ENSG00000248527,ENSG00000248527,0.325562235,0.900910179,4064.823559,12485.55,13599.7,633696,634376,No,Not in ML
ENSG00000168615,ENSG00000168615,0.761865841,0.437124479,4064.820917,5335.35,8363.25,38996754,39105445,No,Not in ML
ENSG00000162733,ENSG00000162733,0.419876581,0.817392459,4062.053995,9674.4,11967.1,162631373,162787405,No,Not in ML
ENSG00000143549,ENSG00000143549,0.304919857,0.914837423,4042.185326,13256.55,16192.15,154155304,154194648,No,Not in ML
ENSG00000179134,ENSG00000179134,0.507449336,0.727930931,4038.662399,7958.75,11126.4,39342396,39385710,No,Not in ML
ENSG00000100364,ENSG00000100364,1.116264962,0.139761772,4034.069944,3613.9,7752.65,45192244,45240894,No,Not in ML
ENSG00000130595,ENSG00000130595,1.789747497,0.004997015,4019.414928,2245.8,8059,1919703,1938706,UP,Not in ML
ENSG00000101955,ENSG00000101955,1.00883988,0.208777415,4019.1172,3983.9,7730.35,38149336,38220924,No,Not in ML
ENSG00000168710,ENSG00000168710,0.681633239,0.526132216,4012.297733,5886.3,8535,109984765,110023742,No,Not in ML
ENSG00000233276,ENSG00000233276,0.427637272,0.81035107,4002.043406,9358.5,11515.95,49357176,49358358,No,Not in ML
ENSG00000047410,ENSG00000047410,0.502952628,0.732768601,3996.260399,7945.6,10756.15,186311652,186375693,No,Not in ML
ENSG00000213719,ENSG00000213719,0.243867737,0.950138113,3995.748482,16384.9,18796.9,31730581,31739763,No,Not in ML
ENSG00000184840,ENSG00000184840,0.409728104,0.828114183,3990.260063,9738.8,12794.9,177592203,177597242,No,Not in ML
ENSG00000100292,ENSG00000100292,1.800750652,0.004695287,3981.909879,2211.25,7283.15,35380361,35394214,UP,Not in ML
ENSG00000198959,ENSG00000198959,1.35218801,0.051115711,3950.822927,2921.8,7266.5,38127385,38166578,No,Not in ML
ENSG00000176014,ENSG00000176014,0.484283892,0.754499078,3944.322798,8144.65,11111.15,12307669,12344320,No,Not in ML
ENSG00000003989,ENSG00000003989,1.068339065,0.168092522,3934.532527,3682.85,5074.9,17497088,17570573,No,Not in ML
ENSG00000145012,ENSG00000145012,0.312594372,0.909193639,3928.373468,12567,16065,188153284,188890671,No,Not in ML
ENSG00000146112,ENSG00000146112,0.541448492,0.689948487,3920.276586,7240.35,10269.75,30676389,30687895,No,Not in ML
ENSG00000086598,ENSG00000086598,0.346396714,0.885552101,3901.292987,11262.5,13590.65,123584533,123598582,No,Not in ML
ENSG00000122218,ENSG00000122218,0.26908828,0.936131843,3898.335723,14487.2,17025.7,160288594,160343273,No,Not in ML
ENSG00000129116,ENSG00000129116,0.190007063,0.973971532,3889.967094,20472.75,21946.6,168497052,168928457,No,Not in ML
ENSG00000143162,ENSG00000143162,0.790990879,0.40594175,3884.121161,4910.45,7726.4,167529117,167553805,No,Not in ML
ENSG00000070831,ENSG00000070831,0.367179629,0.866731911,3881.364063,10570.75,13000.85,22025511,22101360,No,Not in ML
ENSG00000115310,ENSG00000115310,0.232450106,0.95563568,3868.132476,16640.7,17638.75,54972187,55112621,No,Not in ML
ENSG00000130303,ENSG00000130303,1.417826507,0.037509763,3863.435449,2724.9,8074.55,17402939,17405630,No,Not in ML
ENSG00000160710,ENSG00000160710,0.26364017,0.938512277,3854.551103,14620.5,16825.1,154582057,154628013,No,Not in ML
ENSG00000123416,ENSG00000123416,0.478316167,0.760633311,3852.454072,8054.2,10938,49127782,49131397,No,Not in ML
ENSG00000106483,ENSG00000106483,0.579894606,0.645887117,3828.116251,6601.4,9264.55,37905932,38025695,No,Not in ML
ENSG00000089597,ENSG00000089597,0.160986715,0.982214129,3827.072784,23772.6,25455.75,62624826,62646726,No,Not in ML
ENSG00000116690,ENSG00000116690,2.719382726,6.349991478963e-06,3817.877378,1403.95,9584.75,186296279,186314567,UP,Not in ML
ENSG00000080845,ENSG00000080845,0.670202163,0.539559248,3794.450074,5661.65,9093.85,36306336,36528637,No,Not in ML
ENSG00000119138,ENSG00000119138,0.736075842,0.464980633,3793.955711,5154.3,8082.85,70384597,70414624,No,Not in ML
ENSG00000151176,ENSG00000151176,0.837674831,0.356516588,3782.101862,4515,7620.8,113358566,113391629,No,Not in ML
ENSG00000166986,ENSG00000166986,0.789383398,0.407717919,3774.831409,4782,7592.85,57475445,57517569,No,Not in ML
ENSG00000162511,ENSG00000162511,1.397528074,0.041351108,3755.367564,2687.15,7506.55,30732469,30757774,No,Not in ML
ENSG00000004399,ENSG00000004399,0.322107315,0.903546827,3748.105135,11636.2,14274.45,129555214,129606676,No,Not in ML
ENSG00000103855,ENSG00000103855,0.304446934,0.915136653,3744.19495,12298.35,14984.5,73683966,73714514,No,Not in ML
ENSG00000007237,ENSG00000007237,1.72679818,0.00725584,3737.654662,2164.5,8598,9910606,10198606,No,Not in ML
ENSG00000100219,ENSG00000100219,0.928142664,0.273781663,3734.335603,4023.45,7035.5,28794555,28800597,No,Not in ML
ENSG00000028137,ENSG00000028137,1.449063636,0.032293484,3721.412778,2568.15,7350.45,12166991,12209228,No,Not in ML
ENSG00000168374,ENSG00000168374,0.294048974,0.921226688,3718.999097,12647.55,14357.1,57571363,57598220,No,Not in ML
ENSG00000082641,ENSG00000082641,0.192114025,0.972951202,3715.879071,19342.05,19426.05,48048329,48061545,No,Not in ML
ENSG00000038382,ENSG00000038382,0.423547505,0.814595643,3701.339294,8738.9,12357.9,14143342,14532128,No,Not in ML
ENSG00000002549,ENSG00000002549,0.872722419,0.323817471,3691.484925,4229.85,7748.7,17577192,17607972,No,Not in ML
ENSG00000231925,ENSG00000231925,0.415413403,0.822433378,3669.201193,8832.65,11293.9,33299694,33314387,No,Not in ML
ENSG00000135424,ENSG00000135424,0.432445344,0.80588159,3668.044651,8482.1,10859.05,55684568,55716043,No,Not in ML
ENSG00000163565,ENSG00000163565,0.495470075,0.74231659,3647.947973,7362.6,10336.5,158999968,159055155,No,Not in ML
ENSG00000101182,ENSG00000101182,0.390089799,0.84673345,3638.835661,9328.2,12155.5,62136733,62143440,No,Not in ML
ENSG00000197712,ENSG00000197712,0.733788957,0.467357633,3636.144416,4955.3,8466.4,38867677,38945739,No,Not in ML
ENSG00000136167,ENSG00000136167,1.652153197,0.011110121,3633.910957,2199.5,7076.25,46125920,46211871,No,Not in ML
ENSG00000092964,ENSG00000092964,0.491992092,0.745513573,3627.260895,7372.6,10740.85,26514031,26658178,No,Not in ML
ENSG00000100994,ENSG00000100994,0.337818117,0.891332614,3623.13309,10725.1,11635.7,25248085,25298012,No,Not in ML
ENSG00000162407,ENSG00000162407,0.70232954,0.503271726,3617.172714,5150.25,8160.15,56494761,56645301,No,Not in ML
ENSG00000184575,ENSG00000184575,0.678541491,0.529591355,3614.522669,5326.9,7767.4,64404392,64451125,No,Not in ML
ENSG00000150753,ENSG00000150753,0.509410885,0.725749628,3608.997824,7084.65,9482.25,10249929,10266389,No,Not in ML
ENSG00000166340,ENSG00000166340,0.461598985,0.777651274,3605.942032,7811.85,9546.95,6612768,6619448,No,Not in ML
ENSG00000145623,ENSG00000145623,0.852627166,0.34249208,3603.03188,4225.8,7498.25,38845858,38945596,No,Not in ML
ENSG00000105329,ENSG00000105329,0.822653227,0.372547522,3598.861071,4374.7,7753.15,41301587,41353922,No,Not in ML
ENSG00000157654,ENSG00000157654,0.350576731,0.881279792,3595.409779,10255.7,11529.3,109498325,110172512,No,Not in ML
ENSG00000086062,ENSG00000086062,0.526140037,0.707301354,3578.804534,6802,9905.25,33104082,33167356,No,Not in ML
ENSG00000162645,ENSG00000162645,0.624931121,0.592804377,3576.480805,5723,9081.35,89106132,89150456,No,Not in ML
ENSG00000166741,ENSG00000166741,0.457630243,0.781896686,3572.490491,7806.5,10195.8,114257787,114313536,No,Not in ML
ENSG00000117143,ENSG00000117143,0.862059327,0.333994384,3566.296333,4136.95,7826.5,162561506,162599842,No,Not in ML
ENSG00000120837,ENSG00000120837,1.601779394,0.014638017,3564.599862,2225.4,6294,104117086,104138241,No,Not in ML
ENSG00000159377,ENSG00000159377,0.303179189,0.915241695,3543.346139,11687.3,14176.95,151399560,151401937,No,Not in ML
ENSG00000135677,ENSG00000135677,0.254216106,0.944254572,3541.598975,13931.45,13925.85,64713445,64759431,No,Not in ML
ENSG00000136717,ENSG00000136717,0.602998773,0.618949482,3529.231217,5852.8,8721.9,127048027,127107288,No,Not in ML
ENSG00000113719,ENSG00000113719,0.431324911,0.806872541,3528.582834,8180.8,10642.85,172834251,172952683,No,Not in ML
ENSG00000130592,ENSG00000130592,1.926173338,0.002153929,3524.511975,1829.8,8048.55,1850904,1892267,UP,Not in ML
ENSG00000188647,ENSG00000188647,1.479147852,0.027878548,3520.445846,2380.05,6044.05,69709522,69760011,No,Not in ML
ENSG00000074695,ENSG00000074695,0.468254569,0.770095117,3515.069989,7506.75,9658.9,59327823,59359265,No,Not in ML
ENSG00000058262,ENSG00000058262,0.181243483,0.976719343,3504.034634,19333.3,21610.15,128051641,128071683,No,Not in ML
ENSG00000140575,ENSG00000140575,0.249816126,0.947123305,3495.389763,13991.85,15582.55,90388242,90502239,No,Not in ML
ENSG00000123131,ENSG00000123131,0.622066437,0.59596607,3491.005741,5611.95,8317.45,23664262,23686397,No,Not in ML
ENSG00000106991,ENSG00000106991,0.478058561,0.760955704,3489.875301,7300.1,10618.95,127815013,127854658,No,Not in ML
ENSG00000100911,ENSG00000100911,0.681405153,0.526348993,3479.01622,5105.65,8032.6,24143362,24147570,No,Not in ML
ENSG00000131238,ENSG00000131238,0.423707003,0.814496201,3475.244843,8202,10418.2,40072710,40097260,No,Not in ML
ENSG00000128791,ENSG00000128791,0.835855268,0.358541873,3471.933818,4153.75,6374.15,9334767,9402420,No,Not in ML
ENSG00000136026,ENSG00000136026,0.288645197,0.924480498,3471.535785,12027,14438.9,106237881,106304279,No,Not in ML
ENSG00000100280,ENSG00000100280,0.657501523,0.554817752,3468.747912,5275.65,8042.9,29327680,29423179,No,Not in ML
ENSG00000244038,ENSG00000244038,0.300999823,0.916480121,3468.074811,11521.85,13847.15,20651767,20661544,No,Not in ML
ENSG00000100401,ENSG00000100401,0.670891172,0.53863976,3466.729499,5167.35,8078.35,41244779,41286187,No,Not in ML
ENSG00000138448,ENSG00000138448,0.356797406,0.875955172,3462.915062,9705.55,10500,186590056,186680901,No,Not in ML
ENSG00000102054,ENSG00000102054,0.456679664,0.782966722,3461.106671,7578.85,10956.85,16839283,16870362,No,Not in ML
ENSG00000128606,ENSG00000128606,1.809567548,0.004457545,3460.797935,1912.5,6958.5,102913000,102945111,UP,Not in ML
ENSG00000137573,ENSG00000137573,0.371194139,0.863919456,3435.995668,9256.6,14814.35,69466624,69660915,No,Not in ML
ENSG00000070961,ENSG00000070961,0.875029236,0.321437124,3435.408532,3926.05,6732.75,89588049,89709300,No,Not in ML
ENSG00000124783,ENSG00000124783,0.446547545,0.793677611,3423.300459,7666.15,9836.7,7268306,7347446,No,Not in ML
ENSG00000163466,ENSG00000163466,0.297901055,0.918182418,3423.181025,11491,14007.4,218217141,218254356,No,Not in ML
ENSG00000166963,ENSG00000166963,0.632193772,0.584660977,3415.900996,5403.25,8231.5,43510958,43531620,No,Not in ML
ENSG00000111885,ENSG00000111885,0.857930544,0.337114108,3394.23061,3956.3,6817.45,119177205,119349761,No,Not in ML
ENSG00000155660,ENSG00000155660,0.313862817,0.909193639,3387.992183,10794.5,12922.95,149003062,149028662,No,Not in ML
ENSG00000204291,ENSG00000204291,0.395791377,0.841391105,3382.769527,8546.85,10722.45,98943179,99070792,No,Not in ML
ENSG00000152291,ENSG00000152291,0.285453658,0.926656342,3380.627669,11843,14355.55,85318020,85328296,No,Not in ML
ENSG00000163110,ENSG00000163110,0.535562277,0.697166496,3379.772863,6310.7,8990.65,94451857,94668227,No,Not in ML
ENSG00000150687,ENSG00000150687,0.401451718,0.835271526,3379.581142,8418.4,12175.9,86791059,86952910,No,Not in ML
ENSG00000167779,ENSG00000167779,1.472512528,0.028723509,3378.238242,2294.2,6328.5,53097436,53102345,No,Not in ML
ENSG00000116584,ENSG00000116584,0.455724834,0.784184754,3378.060331,7412.5,9744.1,155946851,156007070,No,Not in ML
ENSG00000196549,ENSG00000196549,1.316911511,0.059873394,3375.639277,2563.3,5788.7,155024124,155183704,No,Not in ML
ENSG00000203747,ENSG00000203747,1.663013386,0.010465231,3368.849367,2025.75,6481.1,161541759,161550737,No,Not in ML
ENSG00000010610,ENSG00000010610,1.485101405,0.027119618,3366.799139,2267.05,6898.65,6786858,6820799,No,Not in ML
ENSG00000112936,ENSG00000112936,0.351309261,0.881022683,3366.666915,9583.2,10397.9,40909497,40984643,No,Not in ML
ENSG00000110958,ENSG00000110958,0.256578361,0.94381626,3351.349578,13061.7,14373.3,56663341,56688408,No,Not in ML
ENSG00000198121,ENSG00000198121,0.995857416,0.218825332,3350.711654,3364.65,6257.9,110873263,111038458,No,Not in ML
ENSG00000123143,ENSG00000123143,0.307959653,0.912778219,3349.723343,10877.15,13702.4,14433053,14471867,No,Not in ML
ENSG00000142657,ENSG00000142657,0.711808863,0.492144554,3333.578859,4683.25,7368.05,10398592,10420511,No,Not in ML
ENSG00000171867,ENSG00000171867,0.554771353,0.676730795,3333.315938,6008.45,8003.8,4686350,4701590,No,Not in ML
ENSG00000154734,ENSG00000154734,0.399451206,0.837424674,3322.475353,8317.6,11543.5,26835755,26845409,No,Not in ML
ENSG00000168487,ENSG00000168487,0.578244117,0.64763126,3318.369514,5738.7,9126.9,22165140,22212326,No,Not in ML
ENSG00000198363,ENSG00000198363,0.364341787,0.869054171,3316.912978,9103.85,10792.5,61500556,61714640,No,Not in ML
ENSG00000138615,ENSG00000138615,2.353640364,0.000110833,3313.21954,1407.7,8297.55,65194760,65211473,UP,Not in ML
ENSG00000163131,ENSG00000163131,1.593295029,0.015301966,3301.14797,2071.9,6468.3,150730188,150765792,No,Not in ML
ENSG00000092621,ENSG00000092621,0.53460922,0.698397136,3289.530724,6153.15,8903,119648411,119744218,No,Not in ML
