"","mRNA","logFC","FDR","Delta","Age 18-40","Age >=40","start","end","diff_exp"
"ENSG00000278626","ENSG00000278626",3.98445499137803,1.12004992219513e-10,46.418900649554,11.65,152.3,20642799,20643448,"UP"
"ENSG00000244094","ENSG00000244094",4.02330358800848,5.62186041006256e-11,46.0668260826971,11.45,163.8,153112121,153113516,"UP"
"ENSG00000251138","ENSG00000251138",3.08767981754479,3.72054884276177e-07,45.8520452905401,14.85,127.4,73820315,74402600,"UP"
"ENSG00000030304","ENSG00000030304",2.20734060981692,0.000367377161876509,45.2504825012469,20.5,95.55,110668779,110806558,"UP"
"ENSG00000161640","ENSG00000161640",2.39299698979234,0.000103797618018106,44.390094160648,18.55,112.8,49948985,49961172,"UP"
"ENSG00000187054","ENSG00000187054",4.84143794015431,1.85744977150217e-14,44.299157152412,9.15,295.15,67909395,67964140,"UP"
"ENSG00000166863","ENSG00000166863",3.69658980639692,1.73158226107037e-09,43.0652712445241,11.65,153.1,57010000,57028883,"UP"
"ENSG00000285847","ENSG00000285847",2.16766494803134,0.0005046286994454,42.4862329814143,19.6,85.35,184607599,184672166,"UP"
"ENSG00000145642","ENSG00000145642",1.99810654123324,0.00147971597456898,42.3598586741447,21.2,81.5,64690442,64718190,"UP"
"ENSG00000163519","ENSG00000163519",2.00981508613916,0.00142629263644903,42.2061168089224,21,87.85,108822770,108855005,"UP"
"ENSG00000228695","ENSG00000228695",2.03987753203836,0.00111212011037501,41.0015383939711,20.1,69.1,55760566,55793960,"UP"
"ENSG00000104327","ENSG00000104327",2.63729776192876,1.503339567499e-05,40.7462504217994,15.45,87.75,90058608,90095475,"UP"
"ENSG00000226777","ENSG00000226777",2.96339969031334,1.06923412971903e-06,40.1540658037458,13.55,80.55,105917979,105932642,"UP"
"ENSG00000153165","ENSG00000153165",2.11896542020198,0.000686437041123118,39.7306016287871,18.75,93.1,106391290,106468413,"UP"
"ENSG00000263745","ENSG00000263745",2.00390836838056,0.00146433598535089,39.4769948570971,19.7,75.95,1883524,2489426,"UP"
"ENSG00000288013","ENSG00000288013",1.89756583010948,0.00296404723016185,39.3744909747717,20.75,82,130771413,130785533,"UP"
"ENSG00000205426","ENSG00000205426",2.75133946189852,6.349991478963e-06,39.2065873320539,14.25,94.45,52285913,52291534,"UP"
"ENSG00000244128","ENSG00000244128",2.93266243737974,1.4365217076981e-06,39.0044104171505,13.3,68.55,165206929,165846519,"UP"
"ENSG00000179300","ENSG00000179300",1.88381057596243,0.00316862857234629,38.6181168072298,20.5,69.55,78656068,78659328,"UP"
"ENSG00000286519","ENSG00000286519",1.88028199810902,0.00324303832614167,38.4517668613294,20.45,68.4,45173722,45175935,"UP"
"ENSG00000107859","ENSG00000107859",2.08696435759384,0.000854823621681355,38.1914477439672,18.3,77.35,102230186,102241512,"UP"
"ENSG00000225279","ENSG00000225279",2.3964271077779,0.000105580494145288,37.8635483028908,15.8,123.9,160062461,160080769,"UP"
"ENSG00000171049","ENSG00000171049",2.81430327971432,4.02005106646527e-06,37.0080881282434,13.15,99.75,51752026,51770531,"UP"
"ENSG00000171234","ENSG00000171234",4.04115092588566,6.40767679207300e-11,36.3703583329709,9,126.55,69051363,69112987,"UP"
"ENSG00000006788","ENSG00000006788",2.71677583673546,8.52063586863137e-06,36.2689574204184,13.35,91.3,10300865,10373130,"UP"
"ENSG00000245522","ENSG00000245522",1.82854231504682,0.00457451598639332,36.1137107221748,19.75,69.85,9754770,9759533,"UP"
"ENSG00000156920","ENSG00000156920",2.01450892387305,0.00139429826487123,35.4553570601656,17.6,58.25,136300963,136416890,"UP"
"ENSG00000260469","ENSG00000260469",2.21240230313856,0.000363718040507079,35.3984368502169,16,60.35,73752317,73770613,"UP"
"ENSG00000250155","ENSG00000250155",2.30512608756003,0.000198057866365472,34.6921476177785,15.05,70.7,36666214,36725195,"UP"
"ENSG00000198515","ENSG00000198515",1.8472026638404,0.00424505718107459,33.2496479491272,18,62.7,47935977,48016681,"UP"
"ENSG00000250337","ENSG00000250337",2.71277182993323,8.53758075656351e-06,33.0958163251854,12.2,68.45,27217714,27496994,"UP"
"ENSG00000187151","ENSG00000187151",2.18071923427189,0.000489868017122015,32.3836806289375,14.85,65.4,101890674,101916522,"UP"
"ENSG00000186265","ENSG00000186265",2.18928185691184,0.000437192581958518,32.1824432966041,14.7,67.05,112463966,112499472,"UP"
"ENSG00000149506","ENSG00000149506",2.01249133701593,0.00145692392043794,31.6967385580009,15.75,58.7,60867562,60875693,"UP"
"ENSG00000005421","ENSG00000005421",2.32523811963359,0.000174964318956984,31.5069765210352,13.55,70.35,95297676,95324532,"UP"
"ENSG00000275216","ENSG00000275216",2.03593334526944,0.0012097968828299,31.0479835153589,15.25,61.75,109269634,109278512,"UP"
"ENSG00000109193","ENSG00000109193",5.32042396211418,1.90895848180798e-16,30.5924377821565,5.75,216.85,69841212,69860145,"UP"
"ENSG00000259737","ENSG00000259737",6.94689045180246,5.98430079334318e-24,30.2189734653407,4.35,438.1,36438972,36471016,"UP"
"ENSG00000188778","ENSG00000188778",1.89856737868831,0.00275599999505354,30.0922929522098,15.85,38.7,37962990,37966599,"UP"
"ENSG00000223930","ENSG00000223930",2.91912482028915,1.54639572328745e-06,30.0669856489783,10.3,55.1,178164008,178385479,"UP"
"ENSG00000169385","ENSG00000169385",1.91152944714642,0.00281657379922746,29.9154358478415,15.65,65.05,20955487,20956436,"UP"
"ENSG00000156738","ENSG00000156738",1.91085481616442,0.00281657379922746,29.5227069097403,15.45,52.75,60455846,60470752,"UP"
"ENSG00000127530","ENSG00000127530",2.09904878559204,0.000810315193792596,29.1767781197293,13.9,52.45,14789260,14835376,"UP"
"ENSG00000226025","ENSG00000226025",2.87113659595316,2.59579395351659e-06,29.1420364489245,10.15,65.55,39679374,39686373,"UP"
"ENSG00000145491","ENSG00000145491",2.50926801074339,4.62979882862053e-05,28.856582123549,11.5,66.9,10441524,10472029,"UP"
"ENSG00000184454","ENSG00000184454",3.31364218145052,5.48835292069595e-08,28.3316406514019,8.55,81.4,24556087,24609328,"UP"
"ENSG00000153789","ENSG00000153789",2.69262973400857,1.06671290433839e-05,28.0033492336891,10.4,53.45,85098358,85112472,"UP"
"ENSG00000248698","ENSG00000248698",3.80008414368336,8.38837419046323e-10,27.7406142488885,7.3,72.05,14111968,14140052,"UP"
"ENSG00000102970","ENSG00000102970",2.28328787682124,0.000246255261140562,27.627783309537,12.1,55.45,57404767,57416063,"UP"
"ENSG00000259436","ENSG00000259436",2.06983850785188,0.00102794166718878,27.1148844528597,13.1,57.35,42152569,42157523,"UP"
"ENSG00000162747","ENSG00000162747",2.32294296907882,0.000178117542503092,26.9461384413143,11.6,48.95,161623196,161631963,"UP"
"ENSG00000211752","ENSG00000211752",1.98437038145233,0.00171594521860877,26.7890001496065,13.5,54.85,142715346,142715861,"UP"
"ENSG00000177455","ENSG00000177455",2.93174239228274,1.64402909604979e-06,26.5322686501588,9.05,57.5,28931965,28939342,"UP"
"ENSG00000169836","ENSG00000169836",3.90425606889882,3.0212752750825e-10,26.3537284650671,6.75,96.7,103586031,103719985,"UP"
"ENSG00000259345","ENSG00000259345",2.47101980009445,6.31337418274734e-05,26.3163608710059,10.65,50.15,38865322,39427195,"UP"
"ENSG00000135409","ENSG00000135409",3.82736359876856,5.69435104581634e-10,25.8347042916878,6.75,84,53423855,53431672,"UP"
"ENSG00000143001","ENSG00000143001",3.02538221528153,7.21445401373637e-07,24.5055959437804,8.1,55.8,54980628,54992288,"UP"
"ENSG00000256039","ENSG00000256039",2.43624499793573,8.60241661321881e-05,24.3624499793573,10,59.45,10553362,10572688,"UP"
"ENSG00000231760","ENSG00000231760",1.84446368504084,0.00417447117040802,24.162474274035,13.1,44.95,149796151,149799150,"UP"
"ENSG00000254458","ENSG00000254458",2.09040091615313,0.000924351901377791,24.1441305815687,11.55,58.15,66312853,66319237,"UP"
"ENSG00000268297","ENSG00000268297",2.11394010756921,0.000831683292470248,24.098917226289,11.4,62.5,7787549,7790621,"UP"
"ENSG00000177494","ENSG00000177494",1.84354585529945,0.00423267785898202,23.9660961188928,13,47.15,111592900,111595346,"UP"
"ENSG00000233056","ENSG00000233056",2.39621559241011,0.000110935327280829,23.9621559241011,10,52.9,42916803,42925646,"UP"
"ENSG00000238273","ENSG00000238273",2.33068759562501,0.000189319056016813,22.8407384371251,9.8,40.1,105363038,105378839,"UP"
"ENSG00000164434","ENSG00000164434",3.98471662970395,1.37893797871093e-10,22.7128847893125,5.7,90.7,122779716,122784074,"UP"
"ENSG00000172156","ENSG00000172156",3.68889443523215,2.35527774542686e-09,22.6867007766777,6.15,78.8,34285742,34288334,"UP"
"ENSG00000260034","ENSG00000260034",2.5478915808921,3.65905862023973e-05,22.4214459118504,8.8,47.7,25140577,25149032,"UP"
"ENSG00000262152","ENSG00000262152",2.95162677292662,1.61661501896095e-06,21.842038119657,7.4,77.5,2988256,3002016,"UP"
"ENSG00000131737","ENSG00000131737",5.31910851858899,2.11409145163183e-16,21.8083449262148,4.1,90.7,41377650,41382403,"UP"
"ENSG00000170369","ENSG00000170369",1.86871476364115,0.00376825300821145,21.7705269964194,11.65,48.9,23823769,23826729,"UP"
"ENSG00000231133","ENSG00000231133",1.83285307087315,0.00462208805190702,21.7193088898468,11.85,39.75,63090806,63102631,"UP"
"ENSG00000169435","ENSG00000169435",2.53972568187455,4.11209821662182e-05,21.4606820118399,8.45,46.65,73571550,73620631,"UP"
"ENSG00000048462","ENSG00000048462",2.49120232994217,5.65494229508002e-05,21.4243400375027,8.6,43.6,11965210,11968068,"UP"
"ENSG00000176204","ENSG00000176204",2.12295259079003,0.000787825542222388,20.1680496125053,9.5,45.45,76747719,77593319,"UP"
"ENSG00000288575","ENSG00000288575",2.20679296062421,0.000420107122769455,20.0818159416803,9.1,38.95,86751297,86758347,"UP"
"ENSG00000228168","ENSG00000228168",1.92487883168454,0.0027137810133473,20.0187398495192,10.4,41.2,39334979,39335939,"UP"
"ENSG00000135100","ENSG00000135100",2.98093578241222,1.07930288027277e-06,19.6741761639207,6.6,41,120978543,121002512,"UP"
"ENSG00000089169","ENSG00000089169",3.37668046264152,3.92500068099709e-08,19.5847466833208,5.8,55.1,112570380,112898881,"UP"
"ENSG00000141316","ENSG00000141316",3.13250923806734,3.40292521524334e-07,19.2649318141141,6.15,50.4,32970376,32997877,"UP"
"ENSG00000248187","ENSG00000248187",2.82852221275424,4.64290957567562e-06,19.2339510467289,6.8,53.7,128567972,128570531,"UP"
"ENSG00000197506","ENSG00000197506",1.90598177434867,0.00308022861218709,19.1551168322041,10.05,38.3,84275457,84340758,"UP"
"ENSG00000105409","ENSG00000105409",2.21622496004157,0.000420107122769455,19.0595346563575,8.6,33.95,41966582,41997497,"UP"
"ENSG00000189233","ENSG00000189233",2.48448616084164,6.23797689657039e-05,19.0063191304385,7.65,42.25,28021964,28083936,"UP"
"ENSG00000282939","ENSG00000282939",1.94856284151976,0.00249143927712651,18.9010595627417,9.7,40.95,142352819,142353358,"UP"
"ENSG00000214814","ENSG00000214814",3.62679685824193,4.81550317069282e-09,18.859343662858,5.2,81.85,123851987,124120061,"UP"
"ENSG00000286377","ENSG00000286377",5.94928417781668,3.00604380365039e-19,18.7402451601226,3.15,180.65,15425758,15496353,"UP"
"ENSG00000123576","ENSG00000123576",3.50535328301362,1.288698049416e-08,18.5783723999722,5.3,50.2,104250038,104254933,"UP"
"ENSG00000123843","ENSG00000123843",2.1101908024952,0.000932963768760798,18.464169521833,8.75,47.8,207088860,207099993,"UP"
"ENSG00000158077","ENSG00000158077",1.96420200757906,0.00208868279718017,18.3652887708642,9.35,32.9,7020479,7071526,"UP"
"ENSG00000152292","ENSG00000152292",2.42404465664313,0.000106889056203423,18.1803349248234,7.5,42.5,85418931,85437029,"UP"
"ENSG00000104921","ENSG00000104921",2.16529222127327,0.000632490226630432,17.9719254365681,8.3,39.65,7688758,7702146,"UP"
"ENSG00000134545","ENSG00000134545",2.18713469302832,0.000552827821789116,17.9345044828322,8.2,36.75,10442264,10454685,"UP"
"ENSG00000254101","ENSG00000254101",2.08204858814024,0.000993247540772266,17.8015154285991,8.55,34.55,135859369,137092183,"UP"
"ENSG00000136573","ENSG00000136573",3.28762710621364,1.03471882303155e-07,17.7531863735536,5.4,55.4,11486894,11564599,"UP"
"ENSG00000211747","ENSG00000211747",1.87481636542529,0.00377596360908553,17.6232738349977,9.4,34.8,142626649,142627399,"UP"
"ENSG00000211734","ENSG00000211734",2.05860159396714,0.00118945799604597,17.6010436284191,8.55,31.8,142320677,142321544,"UP"
"ENSG00000231274","ENSG00000231274",2.28580492791511,0.000257565574582567,17.4864076985506,7.65,40.2,55540656,55545543,"UP"
"ENSG00000232765","ENSG00000232765",2.93660616549939,1.77652840128335e-06,17.4728066847214,5.95,38,55279839,55288785,"UP"
"ENSG00000262898","ENSG00000262898",2.00046566399596,0.0018443032153502,17.4040512767649,8.7,38.45,83135734,83221442,"UP"
"ENSG00000286056","ENSG00000286056",1.89748601529932,0.00316258332544049,17.3619970399888,9.15,24.9,98420448,98423721,"UP"
"ENSG00000229116","ENSG00000229116",2.05738124248796,0.00127894596719263,17.1791333747745,8.35,36.3,44282489,44293998,"UP"
"ENSG00000167780","ENSG00000167780",2.23590368245693,0.000417670466653588,17.1046631707956,7.65,43.1,53103486,53124535,"UP"
"ENSG00000249743","ENSG00000249743",1.83787118813195,0.00455252502571358,17.0922020496271,9.3,30.2,73213930,73295258,"UP"
"ENSG00000279928","ENSG00000279928",2.56591875809499,3.39644015493829e-05,17.0633597413317,6.65,30.15,182696,184174,"UP"
"ENSG00000155622","ENSG00000155622",4.71366893530941,1.39537385668139e-13,16.9692081671139,3.6,93.55,52369021,52375680,"UP"
"ENSG00000120498","ENSG00000120498",2.78082984155634,9.79254208930946e-06,16.9630620334937,6.1,59.2,70528940,70908711,"UP"
"ENSG00000158485","ENSG00000158485",2.91563958575477,2.29751617076695e-06,16.9107095973777,5.8,44.05,158327951,158331531,"UP"
"ENSG00000196805","ENSG00000196805",6.47976536304983,8.25578173629082e-22,16.8473899439296,2.6,225.3,153070224,153070840,"UP"
"ENSG00000236107","ENSG00000236107",1.84174519249612,0.00403954436163422,16.7598812517147,9.1,28.35,165957188,166390771,"UP"
"ENSG00000184344","ENSG00000184344",2.68538667202546,1.48705290811771e-05,16.6493973665579,6.2,36.85,7689784,7695775,"UP"
"ENSG00000287056","ENSG00000287056",2.16081608441464,0.000634677584874866,16.4222022415512,7.6,38.9,168217032,168220262,"UP"
"ENSG00000259974","ENSG00000259974",2.72244492619114,9.79254208930946e-06,16.3346695571468,6,40.4,22547671,22578642,"UP"
"ENSG00000205755","ENSG00000205755",3.21131925190011,2.02458581881279e-07,16.2171622220956,5.05,50.8,1187549,1212723,"UP"
"ENSG00000253802","ENSG00000253802",2.7779395150062,5.7513738417637e-06,16.1120491870359,5.8,35.05,40298697,40353133,"UP"
"ENSG00000248498","ENSG00000248498",1.89950776342979,0.00362998822782133,16.0508406009817,8.45,39.8,46579213,46638886,"UP"
"ENSG00000156096","ENSG00000156096",4.18104611036395,4.87575513143665e-11,15.4698706083466,3.7,82.35,69480165,69526014,"UP"
"ENSG00000230257","ENSG00000230257",4.68384257675435,4.33851107033945e-13,15.4566805032894,3.3,106.85,102973522,102988856,"UP"
"ENSG00000270321","ENSG00000270321",3.93652686029344,3.41080315792715e-10,15.3524547551444,3.9,66.8,177952327,177959817,"UP"
"ENSG00000115386","ENSG00000115386",2.52974381813258,4.3866687904256e-05,15.3049500997021,6.05,34.15,79120362,79123409,"UP"
"ENSG00000186431","ENSG00000186431",2.91444340888178,2.55690608907363e-06,15.3008278966293,5.25,40.6,54874235,54891420,"UP"
"ENSG00000283047","ENSG00000283047",3.59543475544257,7.34989256263609e-09,15.2805977106309,4.25,50.5,10939388,10961338,"UP"
"ENSG00000254709","ENSG00000254709",2.82794230561841,4.72214185018855e-06,15.2708884503394,5.4,32.35,22887780,22896111,"UP"
"ENSG00000256948","ENSG00000256948",3.54026102301783,9.5861219805804e-09,15.2231223989767,4.3,41.45,106524,111850,"UP"
"ENSG00000239893","ENSG00000239893",2.26458991063663,0.00032113078222668,15.1727524012654,6.7,31.15,8068445,8126293,"UP"
"ENSG00000272971","ENSG00000272971",2.11628807447292,0.000954204514134759,15.1314597324814,7.15,34,156614742,156615288,"UP"
"ENSG00000273415","ENSG00000273415",4.07131908424367,1.21706551197994e-10,15.0638806117016,3.7,69.3,128095758,128183671,"UP"
"ENSG00000204544","ENSG00000204544",3.12167123929783,4.3512588855034e-07,14.9840219486296,4.8,40.75,30983718,30989903,"UP"
"ENSG00000234722","ENSG00000234722",4.01644454988118,1.71275141310214e-10,14.8608448345604,3.7,65.2,153355365,153413985,"UP"
"ENSG00000233093","ENSG00000233093",1.91290427013469,0.00340631298363166,14.8250080935438,7.75,32.9,136639539,136642429,"UP"
"ENSG00000258602","ENSG00000258602",2.02625969213168,0.00204627908105648,14.7916957525612,7.3,43.2,76959638,76965802,"UP"
"ENSG00000261761","ENSG00000261761",2.17697971807819,0.000576751194414829,14.5857641111239,6.7,26.55,37001772,37023499,"UP"
"ENSG00000174325","ENSG00000174325",2.26025305813325,0.000365471168495596,14.5786322249594,6.45,39.4,188734155,188790104,"UP"
"ENSG00000133105","ENSG00000133105",2.82452929863833,5.0869497144867e-06,14.5463258879874,5.15,32.85,31739526,31803389,"UP"
"ENSG00000271856","ENSG00000271856",2.74673374182159,1.06671290433839e-05,14.2830154574723,5.2,25.6,108125821,108138610,"UP"
"ENSG00000287996","ENSG00000287996",2.50257372308165,5.4675581474418e-05,14.2646702215654,5.7,23.4,63397011,63513393,"UP"
"ENSG00000225840","ENSG00000225840",2.89441865328544,3.26839436365798e-06,14.0379304684344,4.85,40.9,10197256,10199103,"UP"
"ENSG00000216588","ENSG00000216588",7.27677189067978,1.38092026414956e-24,13.8258665922916,1.9,247.25,44613563,44636781,"UP"
"ENSG00000196431","ENSG00000196431",5.41392418502523,1.40477187303286e-16,13.8055066718143,2.55,148.7,26621963,26630669,"UP"
"ENSG00000272625","ENSG00000272625",2.16561837839077,0.000688574928455614,13.7516767027814,6.35,30.4,2920966,2921685,"UP"
"ENSG00000255750","ENSG00000255750",2.57749906795288,3.95580264330825e-05,13.6607450601503,5.3,28.7,26229548,26319720,"UP"
"ENSG00000228877","ENSG00000228877",2.19278420398231,0.000563245460734471,13.5952620646903,6.2,30.1,134527182,134545244,"UP"
"ENSG00000281969","ENSG00000281969",1.88495390796219,0.00405460960914732,13.4774204419297,7.15,29.05,39818751,39823227,"UP"
"ENSG00000285816","ENSG00000285816",1.85298756612747,0.00473636187637613,13.0635623411987,7.05,27.45,65261928,65326543,"UP"
